"(Benchmark_method, commit)",Change Return Type,Extract Variable,Extract Method,Change Attribute Type,Change Parameter Type,Change Variable Type,Extract And Move Method,Extract Interface,Inline Variable,Inline Method,Move Class,Parameterize Variable,Merge Attribute,Move Attribute,Extract Class,Replace Variable With Attribute,Move Method,Extract Superclass,Extract Subclass,Push Down Method,Push Down Attribute,Merge Variable,Change Package,Split Attribute,Move Source Folder,Pull Up Attribute,Pull Up Method,Extract Attribute,Split Parameter,Merge Parameter,Split Variable,sum,delta
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileInputStream,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFiles,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStoreGetBenchmark.testMap,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parseTrim,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileChannelViaRandomFile,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileChannelViaRandomFile,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethod,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.DiscriminatorBenchmark.testNoDiscriminator,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.intputStreamBytes,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.UnescapeBenchmark.unescape,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStorePutBenchmark.testKeyObjectStore,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandler,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerField,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testAsm,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testInputStreamReaderFromChannelInputStream,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.memoryMappedFileBytes,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerExact,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkRead.testByteBufferRead,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkWrite.testBytesRead,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parseQuote,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parsePipe,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandler,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testAsm,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testDirect,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testField,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.memoryMappedFile,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.fileChannelBytes,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkWrite.testByteBufferRead,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.MapperCacheBenchmark.testGet,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testField,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.DiscriminatorBenchmark.testWithDiscriminator,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileChannel,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkRead.testBytesRead,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandlerField,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStorePutBenchmark.testMap,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testDirect,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileChannel,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethod,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.DiscriminatorBenchmark.testWithDiscriminatorWithPartialKeys,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileInputStream,3b8283c9af486788c993eccb822fdfb02f37bb91)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandlerExact,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFiles,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parsePipeQuote,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.reader,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStoreGetBenchmark.testKeyObjectStore,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parse,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileInputStream,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFiles,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStoreGetBenchmark.testMap,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parseTrim,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileChannelViaRandomFile,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileChannelViaRandomFile,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethod,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.intputStreamBytes,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.UnescapeBenchmark.unescape,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStorePutBenchmark.testKeyObjectStore,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandler,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerField,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testAsm,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testInputStreamReaderFromChannelInputStream,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.memoryMappedFileBytes,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerExact,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkRead.testByteBufferRead,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkWrite.testBytesRead,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parseQuote,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parsePipe,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandler,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testAsm,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testDirect,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testField,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.memoryMappedFile,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.fileChannelBytes,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkWrite.testByteBufferRead,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.MapperCacheBenchmark.testGet,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testField,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileChannel,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.utils.UUIDBenchMarkRead.testBytesRead,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandlerField,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStorePutBenchmark.testMap,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testDirect,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileChannel,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethod,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileInputStream,d213b445791fe221657bf820f6c4b8f79f46bb92)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandlerExact,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFiles,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parsePipeQuote,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.reader,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStoreGetBenchmark.testKeyObjectStore,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parse,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileInputStream,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFiles,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStoreGetBenchmark.testMap,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.CsvParserBenchmark.parseTrim,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testFileChannelViaRandomFile,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.InputStreamBenchmark.testFileChannelViaRandomFile,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethod,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.DiscriminatorBenchmark.testNoDiscriminator,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.intputStreamBytes,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.UnescapeBenchmark.unescape,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.map.KeyObjectStorePutBenchmark.testKeyObjectStore,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterIntBenchmark.testMethodHandler,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerField,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testAsm,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.csv.io.ReaderBenchmark.testInputStreamReaderFromChannelInputStream,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.io.CharReadingBenchmark.memoryMappedFileBytes,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"(org.simpleflatmapper.reflect.GetterStringBenchmark.testMethodHandlerExact,0e374639a8d59ff1ec6b7466fc3df957cfdfab34)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
